,Calorie,Cook_time_all,Cuisine,OriginalIngredients,People_made_it,Rating,Ready_time,Review,Serve_size,index,title,Preparation_time,Cook_time,Total_time,Ingredients,Merge_recipes
2558,250.0,"['Prep time: 5 Minutes', 'Cook time: 25 Minutes', 'Ready in 30 Minutes']",Caribeean,"['2 tablespoons cornstarch', '1/8 teaspoon salt', '3 tablespoons white sugar', '1/8 teaspoon ground cinnamon', '2 cups whole milk']",186.0,4.67441844940186,30 m,70.0,2,,Puerto Rican Breakfast Custard,5.0,25.0,30.0, tablespoons cornstarch  teaspoon salt  tablespoons white sugar  teaspoon ground cinnamon  cups whole mi,Caribeean
2559,485.0,"['Prep time: 10 Minutes', 'Cook time: 45 Minutes', 'Ready in 55 Minutes']",Caribeean,"['2 teaspoons olive oil', '1 1/2 pounds ground beef (85% lean)', '1 cup diced yellow onions', '1 teaspoon salt, plus more to taste', '1/2 teaspoon freshly ground black pepper', '2 teaspoons cumin', '1/2 teaspoon ground cinnamon', '2 bay leaves', '1/4 teaspoon cayenne pepper', '4 cloves garlic, minced', '3 tablespoons red-wine vinegar', '3 cups crushed tomatoes', '1/4 cup water', '1/4 cup currants or raisins', '1/2 cup sliced pimiento-stuffed green olives, or to taste']",81.0,4.81081104278564,55 m,21.0,4,,Chef John's Picadillo,10.0,45.0,55.0, teaspoons olive oil   pounds ground beef % lean  cup diced yellow onions  teaspoon salt  plus more to taste  teaspoon freshly ground black pepper  teaspoons cumin  teaspoon ground cinnamon  bay leaves  teaspoon cayenne pepper  cloves garlic  minced  tablespoons red wine vinegar  cups crushed tomatoes  cup water  cup currants or raisins  cup sliced pimiento stuffed green olives  or to tas,Caribeean
2560,367.0,"['Prep time: 20 Minutes', 'Cook time: 6 Hours ', 'Ready in 6 Hours 20 Minutes']",Caribeean,"['4 cloves garlic', '1 large onion, quartered', '2 tablespoons chopped fresh oregano', '1 tablespoon ground cumin', '2 teaspoons ground ancho chile pepper', '2 teaspoons salt', '2 teaspoons ground black pepper', 'olive oil', '1 tablespoon white wine vinegar', '1 (3 pound) boneless pork loin roast', '1 lime, cut into wedges']",375.0,4.47058820724487,6 h 20 m,161.0,6,,Slow Cooker Pernil Pork,20.0,360.0,380.0, cloves garlic  large onion  quartered  tablespoons chopped fresh oregano  tablespoon ground cumin  teaspoons ground ancho chile pepper  teaspoons salt  teaspoons ground black pepper olive oil  tablespoon white wine vinegar   pound boneless pork loin roast  lime  cut into wedg,Caribeean
2561,308.0,"['Prep time: 15 Minutes', 'Cook time: 15 Minutes', 'Ready in 30 Minutes']",Caribeean,"['1 tablespoon olive oil', '1 onion, chopped', '3 cloves garlic, chopped', '1 (14.5 ounce) can diced tomatoes', '1 (12 ounce) can chicken chunks, drained', '1/2 cup chopped red bell pepper', '1/2 cup raisins', '1/2 cup stuffed green olives, sliced', '1 tablespoon red wine vinegar', '1 teaspoon ground oregano', '1/4 teaspoon ground cumin', '2 bay leaves']",122.0,4.77358484268188,30 m,41.0,4,,Cuban Chicken,15.0,15.0,30.0, tablespoon olive oil  onion  chopped  cloves garlic  chopped   ounce can diced tomatoes   ounce can chicken chunks  drained  cup chopped red bell pepper  cup raisins  cup stuffed green olives  sliced  tablespoon red wine vinegar  teaspoon ground oregano  teaspoon ground cumin  bay leav,Caribeean
2562,,"['Prep time: 10 Minutes', 'Ready in 10 Minutes']",Caribeean,"['10 fresh mint leaves', '1/2 lime, cut into 4 wedges', '2 tablespoons white sugar, or to taste', '1 cup ice cubes', '1 1/2 fluid ounces white rum', '1/2 cup club soda']",1000.0,4.72123193740845,10 m,423.0,1,,The Real Mojito,10.0,10.0,20.0, fresh mint leaves  lime  cut into  wedges  tablespoons white sugar  or to taste  cup ice cubes   fluid ounces white rum  cup club so,Caribeean
2563,253.0,"['Prep time: 15 Minutes', 'Cook time: 50 Minutes', 'Ready in 9 Hours 10 Minutes']",Caribeean,"['1/2 yellow onion, chopped', '1/2 cup green onions, sliced', '6 cloves garlic', '3 habanero peppers, seeded and chopped', '2 tablespoons fresh thyme leaves', '1 tablespoon kosher salt', '2 teaspoons ground black pepper', '2 teaspoons ground allspice', '1 teaspoon dried thyme', '1/2 teaspoon ground cinnamon', '1/2 teaspoon ground cumin', '1/2 teaspoon freshly grated nutmeg', '2 tablespoons vegetable oil', '3 tablespoons soy sauce', '2 tablespoons brown sugar', '1/3 cup lime juice', '3 pounds chicken wing drumettes', 'cooking spray']",374.0,4.87401580810547,9 h 10 m,93.0,6,,Jerk Chicken Wings  ,15.0,50.0,65.0, yellow onion  chopped  cup green onions  sliced  cloves garlic  habanero peppers  seeded and chopped  tablespoons fresh thyme leaves  tablespoon kosher salt  teaspoons ground black pepper  teaspoons ground allspice  teaspoon dried thyme  teaspoon ground cinnamon  teaspoon ground cumin  teaspoon freshly grated nutmeg  tablespoons vegetable oil  tablespoons soy sauce  tablespoons brown sugar  cup lime juice  pounds chicken wing drumettes cooking spr,Caribeean
2564,265.0,"['Prep time: 10 Minutes', 'Cook time: 2 Hours 30 Minutes', 'Ready in 2 Hours 48 Minutes']",Caribeean,"['4 cloves garlic', '2 teaspoons kosher salt', '1 teaspoon ground black pepper', '1 teaspoon ground cumin', '1 teaspoon dried oregano', '1 teaspoon ground coriander', '3 tablespoons lime juice', '3 tablespoons orange juice', '3 tablespoons olive oil', '1 1/2 teaspoons white wine vinegar', '1 (4 pound) pork shoulder roast']",267.0,4.82407426834106,2 h 48 m,88.0,8,,Cuban-Style Roast Pork,10.0,150.0,160.0, cloves garlic  teaspoons kosher salt  teaspoon ground black pepper  teaspoon ground cumin  teaspoon dried oregano  teaspoon ground coriander  tablespoons lime juice  tablespoons orange juice  tablespoons olive oil   teaspoons white wine vinegar   pound pork shoulder roa,Caribeean
2565,1453.0,"['Prep time: 15 Minutes', 'Cook time: 8 Minutes', 'Ready in 23 Minutes']",Caribeean,"['4 sweet bread rolls', '1/2 cup mayonnaise', '1/4 cup prepared mustard', '1 pound thinly sliced cooked ham', '1 pound thinly sliced fully cooked pork', '1 pound sliced Swiss cheese', '1 cup dill pickle slices', '2 tablespoons butter, melted']",249.0,4.696428775787349,23 m,138.0,4,,Classic Cuban Midnight (Medianoche) Sandwich,15.0,8.0,23.0, sweet bread rolls  cup mayonnaise  cup prepared mustard  pound thinly sliced cooked ham  pound thinly sliced fully cooked pork  pound sliced Swiss cheese  cup dill pickle slices  tablespoons butter  melt,Caribeean
2566,245.0,"['Prep time: 15 Minutes', 'Cook time: 15 Minutes', 'Ready in 1 Hour 5 Minutes']",Caribeean,"['1/2 teaspoon cumin seeds', '1/4 cup orange juice', '2 tablespoons vegetable oil', '2 tablespoons Montreal-style steak seasoning', '2 1/4 teaspoons lime juice', '1 1/2 teaspoons dried oregano', '1 1/2 pounds beef rib-eye steaks']",347.0,4.66141748428345,1 h 5 m,97.0,4,,Cuban Marinated Steak,15.0,15.0,30.0, teaspoon cumin seeds  cup orange juice  tablespoons vegetable oil  tablespoons Montreal style steak seasoning   teaspoons lime juice   teaspoons dried oregano   pounds beef rib eye stea,Caribeean
2567,425.0,"['Prep time: 30 Minutes', 'Cook time: 45 Minutes', 'Ready in 1 Hour 15 Minutes']",Caribeean,"['1 pound beef oxtail, cut into pieces', '1 large onion, chopped', '1 green onion, thinly sliced', '2 cloves garlic, minced', '1 teaspoon minced fresh ginger root', '1 scotch bonnet chile pepper, chopped', '2 tablespoons soy sauce', '1 sprig fresh thyme, chopped', '1/2 teaspoon salt', '1 teaspoon black pepper', '2 tablespoons vegetable oil', '1 1/2 cups water', '1 cup canned fava beans, drained', '1 teaspoon whole allspice berries', '1 tablespoon cornstarch', '2 tablespoons water']",314.0,4.61940288543701,1 h 15 m,105.0,4,,Jamaican Oxtail with Broad Beans,30.0,45.0,75.0, pound beef oxtail  cut into pieces  large onion  chopped  green onion  thinly sliced  cloves garlic  minced  teaspoon minced fresh ginger root  scotch bonnet chile pepper  chopped  tablespoons soy sauce  sprig fresh thyme  chopped  teaspoon salt  teaspoon black pepper  tablespoons vegetable oil   cups water  cup canned fava beans  drained  teaspoon whole allspice berries  tablespoon cornstarch  tablespoons wat,Caribeean
2568,381.0,"['Prep time: 10 Minutes', 'Cook time: 8 Minutes', 'Ready in 2 Hours 18 Minutes']",Caribeean,"['2 pounds beef skirt steak', '1 large navel orange, juiced', '3 limes, juiced', '1/4 cup olive oil, plus more for drizzling', '6 cloves garlic, finely minced', '1 tablespoon kosher salt', '1 1/2 teaspoons ground cumin', '1 teaspoon freshly ground black pepper', '1/2 teaspoon dried oregano', '1/2 teaspoon cayenne pepper', '1/2 onion, thinly sliced', '1/2 cup fresh chopped cilantro', '1 teaspoon coarse salt for finishing', 'Lime wedges for serving']",129.0,4.80645179748535,2 h 18 m,48.0,4,,Chef John's Grilled Mojo Beef,10.0,8.0,18.0, pounds beef skirt steak  large navel orange  juiced  limes  juiced  cup olive oil  plus more for drizzling  cloves garlic  finely minced  tablespoon kosher salt   teaspoons ground cumin  teaspoon freshly ground black pepper  teaspoon dried oregano  teaspoon cayenne pepper  onion  thinly sliced  cup fresh chopped cilantro  teaspoon coarse salt for finishing Lime wedges for servi,Caribeean
2569,1473.0,"['Prep time: 15 Minutes', 'Cook time: 6 Minutes', 'Ready in 21 Minutes']",Caribeean,"['1/4 cup mayonnaise', '1/4 cup mustard', '1 pinch cayenne pepper', '1 (8 ounce) loaf Cuban bread', '8 slices Swiss cheese', '6 thin slices smoked fully-cooked ham', '1 1/2 cups cooked pulled pork, heated', '1 large dill pickle, sliced thinly lengthwise', '2 tablespoons butter, or as needed']",82.0,4.86486482620239,21 m,31.0,2,,Chef John's Cuban Sandwich,15.0,6.0,21.0, cup mayonnaise  cup mustard  pinch cayenne pepper   ounce loaf Cuban bread  slices Swiss cheese  thin slices smoked fully cooked ham   cups cooked pulled pork  heated  large dill pickle  sliced thinly lengthwise  tablespoons butter  or as need,Caribeean
2570,220.0,"['Prep time: 10 Minutes', 'Cook time: 5 Minutes', 'Ready in 15 Minutes']",Caribeean,"['1 1/2 cups milk', '1/2 cup quick cooking oats', '2 tablespoons white sugar', '1/4 teaspoon ground cinnamon', '1 pinch ground nutmeg', '1 pinch salt', '1/4 teaspoon lemon zest (optional)']",377.0,4.81818199157715,15 m,199.0,2,,Dominican Style Oatmeal,10.0,5.0,15.0,  cups milk  cup quick cooking oats  tablespoons white sugar  teaspoon ground cinnamon  pinch ground nutmeg  pinch salt  teaspoon lemon zest optiona,Caribeean
2571,136.0,"['Prep time: 10 Minutes', 'Cook time: 10 Minutes', 'Ready in 20 Minutes']",Caribeean,"['5 tablespoons oil for frying', '1 green plantain', '3 cups cold water', 'salt to taste']",195.0,4.551723957061769,20 m,85.0,2,,Puerto Rican Tostones (Fried Plantains),10.0,10.0,20.0, tablespoons oil for frying  green plantain  cups cold water salt to tas,Caribeean
2572,485.0,"['Prep time: 10 Minutes', 'Cook time: 45 Minutes', 'Ready in 55 Minutes']",Caribeean,"['2 teaspoons olive oil', '1 1/2 pounds ground beef (85% lean)', '1 cup diced yellow onions', '1 teaspoon salt, plus more to taste', '1/2 teaspoon freshly ground black pepper', '2 teaspoons cumin', '1/2 teaspoon ground cinnamon', '2 bay leaves', '1/4 teaspoon cayenne pepper', '4 cloves garlic, minced', '3 tablespoons red-wine vinegar', '3 cups crushed tomatoes', '1/4 cup water', '1/4 cup currants or raisins', '1/2 cup sliced pimiento-stuffed green olives, or to taste']",81.0,4.81081104278564,55 m,21.0,4,,Chef John's Picadillo,10.0,45.0,55.0, teaspoons olive oil   pounds ground beef % lean  cup diced yellow onions  teaspoon salt  plus more to taste  teaspoon freshly ground black pepper  teaspoons cumin  teaspoon ground cinnamon  bay leaves  teaspoon cayenne pepper  cloves garlic  minced  tablespoons red wine vinegar  cups crushed tomatoes  cup water  cup currants or raisins  cup sliced pimiento stuffed green olives  or to tas,Caribeean
2573,367.0,"['Prep time: 20 Minutes', 'Cook time: 6 Hours ', 'Ready in 6 Hours 20 Minutes']",Caribeean,"['4 cloves garlic', '1 large onion, quartered', '2 tablespoons chopped fresh oregano', '1 tablespoon ground cumin', '2 teaspoons ground ancho chile pepper', '2 teaspoons salt', '2 teaspoons ground black pepper', 'olive oil', '1 tablespoon white wine vinegar', '1 (3 pound) boneless pork loin roast', '1 lime, cut into wedges']",375.0,4.47058820724487,6 h 20 m,161.0,6,,Slow Cooker Pernil Pork,20.0,360.0,380.0, cloves garlic  large onion  quartered  tablespoons chopped fresh oregano  tablespoon ground cumin  teaspoons ground ancho chile pepper  teaspoons salt  teaspoons ground black pepper olive oil  tablespoon white wine vinegar   pound boneless pork loin roast  lime  cut into wedg,Caribeean
2574,475.0,"['Prep time: 30 Minutes', 'Cook time: 45 Minutes', 'Ready in 9 Hours 15 Minutes']",Caribeean,"['1 pound salted cod fish', '4 potatoes, sliced thick', '2 onions, sliced', '4 hard-boiled eggs, sliced', '2 teaspoons capers', '2 large cloves garlic, minced', '1/4 cup pitted green olives', '1 (4 ounce) jar roasted red bell peppers, drained', '1/2 cup golden raisins', '1 bay leaf', '1 (8 ounce) can tomato sauce', '1/2 cup extra virgin olive oil', '1 cup water', '1/4 cup white wine']",62.0,4.63157892227173,9 h 15 m,27.0,8,,Bacalao a la Vizcaina (Basque Style Codfish Stew),30.0,45.0,75.0, pound salted cod fish  potatoes  sliced thick  onions  sliced  hard boiled eggs  sliced  teaspoons capers  large cloves garlic  minced  cup pitted green olives   ounce jar roasted red bell peppers  drained  cup golden raisins  bay leaf   ounce can tomato sauce  cup extra virgin olive oil  cup water  cup white wi,Caribeean
2575,,"['Prep time: 35 Minutes', 'Ready in 35 Minutes']",Caribeean,"['6 egg yolks', '1/2 teaspoon ground cinnamon', '4 tablespoons vanilla extract', '1 (14 ounce) can sweetened condensed milk', '5 (12 fluid ounce) cans evaporated milk', '1 (10 ounce) can unsweetened coconut milk', '1 (14 ounce) can sweetened cream of coconut (such as Coco Lopez(R))', '4 1/4 cups light rum']",97.0,4.58823537826538,35 m,28.0,16,,Coquito II,35.0,35.0,70.0, egg yolks  teaspoon ground cinnamon  tablespoons vanilla extract   ounce can sweetened condensed milk   fluid ounce cans evaporated milk   ounce can unsweetened coconut milk   ounce can sweetened cream of coconut such as Coco LopezR   cups light r,Caribeean
2576,261.0,"['Prep time: 15 Minutes', 'Cook time: 4 Hours ', 'Ready in 4 Hours 15 Minutes']",Caribeean,"['1 tablespoon vegetable oil', '2 pounds beef flank steak', '1 cup beef broth', '1 (8 ounce) can tomato sauce', '1 small onion, sliced', '1 green bell pepper, seeded and sliced into strips', '2 cloves garlic, chopped', '1 (6 ounce) can tomato paste', '1 teaspoon ground cumin', '1 teaspoon chopped fresh cilantro', '1 tablespoon olive oil', '1 tablespoon white vinegar']",886.0,4.35123348236084,4 h 15 m,489.0,6,,Cuban Ropa Vieja,15.0,240.0,255.0, tablespoon vegetable oil  pounds beef flank steak  cup beef broth   ounce can tomato sauce  small onion  sliced  green bell pepper  seeded and sliced into strips  cloves garlic  chopped   ounce can tomato paste  teaspoon ground cumin  teaspoon chopped fresh cilantro  tablespoon olive oil  tablespoon white vineg,Caribeean
2577,770.0,"['Prep time: 10 Minutes', 'Cook time: 15 Minutes', 'Ready in 25 Minutes']",Caribeean,"['1 (1 1/2 pound) whole red snapper, cleaned and scaled', 'salt and freshly ground black pepper to taste', '1 quart vegetable oil for frying', '1 teaspoon vegetable oil', '1/2 white onion, sliced', '1/8 teaspoon minced garlic', '1/2 large carrot, peeled and cut into thin strips', '1 sprig fresh thyme, leaves stripped', '1 allspice berry, cracked', '1/4 habanero pepper, seeded and minced', '1/4 cup white vinegar', '1 tablespoon water', '3/4 teaspoon salt', '1 pinch brown sugar']",43.0,4.8125,25 m,10.0,2,,Jamaican Fried Snapper,10.0,15.0,25.0,   pound whole red snapper  cleaned and scaled salt and freshly ground black pepper to taste  quart vegetable oil for frying  teaspoon vegetable oil  white onion  sliced  teaspoon minced garlic  large carrot  peeled and cut into thin strips  sprig fresh thyme  leaves stripped  allspice berry  cracked  habanero pepper  seeded and minced  cup white vinegar  tablespoon water  teaspoon salt  pinch brown sug,Caribeean
2578,37.0,,Caribeean,"['2 pounds cranberries', '2 tablespoons orange zest', '3 cinnamon sticks', '1 pint orange juice', '2 cups packed brown sugar', '2 cups water']",234.0,4.800000190734861,NA,115.0,64,,Oranged Cranberry Sauce,0.0,0.0,0.0, pounds cranberries  tablespoons orange zest  cinnamon sticks  pint orange juice  cups packed brown sugar  cups wat,Caribeean
2579,808.0,"['Prep time: 30 Minutes', 'Cook time: 30 Minutes', 'Ready in 2 Hours ']",Caribeean,"['2 tablespoons olive oil', '1 1/2 teaspoons soy sauce', '2 teaspoons lemon juice', '1 clove garlic, crushed', '2 teaspoons red pepper flakes', '1 teaspoon fresh ground black pepper', '1/2 teaspoon minced fresh ginger root', '2 tablespoons chopped green onion (optional)', 'salt to taste', '4 (4 ounce) mahi mahi fillets', '2 cups uncooked jasmine rice', '2 cups water', '1 cube chicken bouillon', '1 tablespoon butter (optional)', '3/4 (14 ounce) can coconut milk', '2 tablespoons white sugar', '1 1/2 teaspoons butter', '1 1/2 tablespoons white sugar', '1 1/2 cups fresh mango, cubed']",342.0,4.73195886611938,2 h,146.0,4,,Mahi Mahi with Coconut Rice and Mango Salsa,30.0,30.0,60.0, tablespoons olive oil   teaspoons soy sauce  teaspoons lemon juice  clove garlic  crushed  teaspoons red pepper flakes  teaspoon fresh ground black pepper  teaspoon minced fresh ginger root  tablespoons chopped green onion optional salt to taste   ounce mahi mahi fillets  cups uncooked jasmine rice  cups water  cube chicken bouillon  tablespoon butter optional   ounce can coconut milk  tablespoons white sugar   teaspoons butter   tablespoons white sugar   cups fresh mango  cub,Caribeean
2580,,"['Prep time: 10 Minutes', 'Ready in 10 Minutes']",Caribeean,"['2 teaspoons white sugar', '1 lime, cut into 4 wedges', '4 sprigs fresh mint', '1/2 cup white rum', '2 cups club soda', '2 cups crushed ice', '2 wedges lime, as garnish']",37.0,4.44736862182617,10 m,25.0,2,,Cuban Mojito,10.0,10.0,20.0, teaspoons white sugar  lime  cut into  wedges  sprigs fresh mint  cup white rum  cups club soda  cups crushed ice  wedges lime  as garni,Caribeean
2581,226.0,"['Prep time: 20 Minutes', 'Cook time: 40 Minutes', 'Ready in 1 Hour 25 Minutes']",Caribeean,"['2 cups all-purpose flour', '1 cup whole wheat flour', '1 teaspoon salt', '1 teaspoon baking soda', '1 1/2 teaspoons baking powder', '1 tablespoon ground cinnamon', '1/2 teaspoon nutmeg', '2 ripe bananas, mashed', '3 eggs', '1/2 cup vegetable oil', '1/2 cup unsweetened applesauce', '1 cup packed brown sugar', '1 cup white sugar', '2 teaspoons vanilla extract', '2 1/2 cups grated zucchini', '1 cup chopped walnuts', '1/2 cup shredded coconut']",180.0,4.74193525314331,1 h 25 m,141.0,24,,Caribbean Zucchini Bread,20.0,40.0,60.0, cups all purpose flour  cup whole wheat flour  teaspoon salt  teaspoon baking soda   teaspoons baking powder  tablespoon ground cinnamon  teaspoon nutmeg  ripe bananas  mashed  eggs  cup vegetable oil  cup unsweetened applesauce  cup packed brown sugar  cup white sugar  teaspoons vanilla extract   cups grated zucchini  cup chopped walnuts  cup shredded cocon,Caribeean
2582,218.0,"['Prep time: 10 Minutes', 'Cook time: 20 Minutes', 'Ready in 30 Minutes']",Caribeean,"['1 cup all-purpose flour', '1 cup cornmeal', '1/4 cup turbinado sugar', '1 tablespoon baking powder', '1 teaspoon salt', '1 cup sweetened, plain soy milk', '1/3 cup vegetable oil', '1/4 cup soft silken tofu']",64.0,4.800000190734861,30 m,35.0,9,,Vegan Corn Bread,10.0,20.0,30.0, cup all purpose flour  cup cornmeal  cup turbinado sugar  tablespoon baking powder  teaspoon salt  cup sweetened  plain soy milk  cup vegetable oil  cup soft silken to,Caribeean
2583,381.0,"['Prep time: 30 Minutes', 'Cook time: 2 Hours 30 Minutes', 'Ready in 11 Hours ']",Caribeean,"['1 (12 ounce) package dry black beans, soaked overnight', '1 1/2 cups chopped onion, divided', '1/2 cup green onions, chopped', '1 clove garlic, chopped', '2 smoked ham hocks', '8 ounces diced ham', '1/2 pound thickly sliced bacon, diced', '1 tablespoon olive oil', '2 bay leaves, crushed', '1/8 teaspoon ground coriander', 'salt and pepper to taste', '1/2 cup chopped fresh cilantro (optional)', '1/4 cup chopped fresh parsley (optional)']",72.0,4.41666650772095,11 h,28.0,8,,Feijoada (Brazilian Black Bean Stew),30.0,150.0,180.0,  ounce package dry black beans  soaked overnight   cups chopped onion  divided  cup green onions  chopped  clove garlic  chopped  smoked ham hocks  ounces diced ham  pound thickly sliced bacon  diced  tablespoon olive oil  bay leaves  crushed  teaspoon ground coriander salt and pepper to taste  cup chopped fresh cilantro optional  cup chopped fresh parsley optiona,Caribeean
2584,215.0,"['Prep time: 20 Minutes', 'Cook time: 23 Minutes', 'Ready in 1 Hour 3 Minutes']",Caribeean,"['1/4 cup quinoa', '1/2 cup water', '1 tablespoon chopped fresh parsley', '1 tablespoon chopped fresh basil', '1 teaspoon lemon zest', '4 (2 ounce) sole fillets', '2 tablespoons grated Parmesan cheese', '4 lemon slices', 'ground black pepper', '2 tablespoons red wine vinegar', '1/2 cup water']",15.0,3.375,1 h 3 m,16.0,2,,Italian-Style Quinoa-Stuffed Sole,20.0,23.0,43.0, cup quinoa  cup water  tablespoon chopped fresh parsley  tablespoon chopped fresh basil  teaspoon lemon zest   ounce sole fillets  tablespoons grated Parmesan cheese  lemon slices ground black pepper  tablespoons red wine vinegar  cup wat,Caribeean
2585,79.0,"['Prep time: 5 Minutes', 'Cook time: 35 Minutes', 'Ready in 40 Minutes']",Caribeean,"['2 portobello mushrooms, stems removed', '1 tablespoon soy sauce, or to taste', 'freshly ground black pepper', '3 tablespoons crumbled blue cheese']",120.0,4.53383445739746,40 m,96.0,2,,Roasted Portobello Mushrooms with Blue Cheese,5.0,35.0,40.0, portobello mushrooms  stems removed  tablespoon soy sauce  or to taste freshly ground black pepper  tablespoons crumbled blue chee,Caribeean
2586,,,Caribeean,[],0.0,,NA,0.0,NA,,Broccoli Cauliflower Casserole,0.0,0.0,0.0,,Caribeean
2587,260.0,"['Prep time: 15 Minutes', 'Ready in 3 Hours ']",Caribeean,"['1 (3 ounce) package strawberry flavored Jell-O(R) mix', '1 cup boiling water', '1 (21 ounce) can cherry pie filling', '1 (3 ounce) package lemon flavored Jell-O(R) mix', '3/4 cup boiling water', '1/4 cup lemon juice', '1 (3 ounce) package cream cheese', '1/3 cup mayonnaise', '1 (8 ounce) can crushed pineapple, undrained', '2 cups miniature marshmallows', '1/2 cup whipped cream', '1/2 cup chopped walnuts']",61.0,4.571428775787349,3 h,30.0,12,,Freda's Cherry Supreme Salad,15.0,180.0,195.0,  ounce package strawberry flavored Jell OR mix  cup boiling water   ounce can cherry pie filling   ounce package lemon flavored Jell OR mix  cup boiling water  cup lemon juice   ounce package cream cheese  cup mayonnaise   ounce can crushed pineapple  undrained  cups miniature marshmallows  cup whipped cream  cup chopped walnu,Caribeean
2588,180.0,"['Prep time: 15 Minutes', 'Cook time: 25 Minutes', 'Ready in 50 Minutes']",Caribeean,"['6 tablespoons butter, softened', '1 cup packed brown sugar', '2 eggs', '1 teaspoon vanilla extract', '1 1/4 cups all-purpose flour', '1 teaspoon baking powder', '1/2 teaspoon salt', '1 cup semisweet chocolate chips', '1 cup butterscotch chips', '1/2 cup chopped pecans']",52.0,4.888888835906981,50 m,16.0,24,,Robin's Blond Brownies,15.0,25.0,40.0, tablespoons butter  softened  cup packed brown sugar  eggs  teaspoon vanilla extract   cups all purpose flour  teaspoon baking powder  teaspoon salt  cup semisweet chocolate chips  cup butterscotch chips  cup chopped peca,Caribeean
2589,292.0,"['Prep time: 30 Minutes', 'Cook time: 37 Minutes', 'Ready in 1 Hour 7 Minutes']",Caribeean,"['1 1/2 cups gluten-free bread crumbs (such as Hodgson Mill(R))', '1 eggplant, peeled into long strips 1/4-inch thick', '2 eggs, beaten', '3/4 cup grated Parmesan cheese, divided', '2 tablespoons olive oil', '1 (16 ounce) jar spaghetti sauce, divided', '1 (8 ounce) package shredded mozzarella cheese, divided', '1 pinch dried basil']",46.0,4.800000190734861,1 h 7 m,13.0,8,,Eggplant Parmesan - Gluten-Free,30.0,37.0,67.0,  cups gluten free bread crumbs such as Hodgson MillR  eggplant  peeled into long strips  inch thick  eggs  beaten  cup grated Parmesan cheese  divided  tablespoons olive oil   ounce jar spaghetti sauce  divided   ounce package shredded mozzarella cheese  divided  pinch dried bas,Caribeean
2590,570.0,"['Prep time: 25 Minutes', 'Cook time: 45 Minutes', 'Ready in 1 Hour 15 Minutes']",Caribeean,"['1/2 pound baby red potatoes, cut in half', '1 zucchini, halved lengthwise and cut into 1 inch slices', '1 red onion, cut into 1/2-inch thick wedges', '2 red bell peppers, cut into 1 inch pieces', '12 cherry tomatoes', '2 tablespoons minced garlic', '1/2 teaspoon dried thyme leaves', '1/4 teaspoon crushed red pepper flakes', 'Salt and freshly ground pepper to taste', '2 tablespoons olive oil', '2 (5 ounce) skinless, boneless chicken breast halves', '4 (1/2 ounce) slices thinly sliced prosciutto di Parma']",43.0,4.5172414779663095,1 h 15 m,25.0,2,,Parma Wrapped Chicken with Mediterranean Vegetables,25.0,45.0,70.0, pound baby red potatoes  cut in half  zucchini  halved lengthwise and cut into  inch slices  red onion  cut into  inch thick wedges  red bell peppers  cut into  inch pieces  cherry tomatoes  tablespoons minced garlic  teaspoon dried thyme leaves  teaspoon crushed red pepper flakes Salt and freshly ground pepper to taste  tablespoons olive oil   ounce skinless  boneless chicken breast halves   ounce slices thinly sliced prosciutto di Par,Caribeean
2591,185.0,"['Prep time: 15 Minutes', 'Ready in 4 Hours 15 Minutes']",Caribeean,"['1 (14 ounce) can sweetened condensed milk', '2 cups cream', '20 ladyfingers', '4 mangos, peeled and sliced', '5 ladyfingers, crumbled']",8.0,5.0,4 h 15 m,4.0,24,,Mango Ice Box Cake,15.0,255.0,270.0,  ounce can sweetened condensed milk  cups cream  ladyfingers  mangos  peeled and sliced  ladyfingers  crumbl,Caribeean
2592,,"['Prep time: 10 Minutes', 'Ready in 10 Minutes']",Caribeean,"['10 fresh mint leaves', '1/2 lime, cut into 4 wedges', '2 tablespoons white sugar, or to taste', '1 cup ice cubes', '1 1/2 fluid ounces white rum', '1/2 cup club soda']",1000.0,4.72123193740845,10 m,423.0,1,,The Real Mojito,10.0,10.0,20.0, fresh mint leaves  lime  cut into  wedges  tablespoons white sugar  or to taste  cup ice cubes   fluid ounces white rum  cup club so,Caribeean
2593,450.0,"['Prep time: 25 Minutes', 'Ready in 3 Hours 25 Minutes']",Caribeean,"['3/4 cup graham cracker crumbs', '3 tablespoons butter, melted', '3 tablespoons white sugar', '3 eggs, separated', '1 (8 ounce) package cream cheese, softened', '1 cup white sugar', '1/8 teaspoon salt', '1 cup heavy cream', '1 (10 ounce) package frozen raspberries, partially thawed']",15.0,4.66666650772095,3 h 25 m,7.0,8,,Frozen Raspberry Swirl Cheesecake Squares,25.0,205.0,230.0, cup graham cracker crumbs  tablespoons butter  melted  tablespoons white sugar  eggs  separated   ounce package cream cheese  softened  cup white sugar  teaspoon salt  cup heavy cream   ounce package frozen raspberries  partially thaw,Caribeean
